"","lab_id_number","date_ordered","sample_name","ordered_by","notebook_page_number","srm_order_number","srm_sample_number","SRM_concat","assay","tissue","tumor_type","species","failed","notes","extra_unnamed_col1","source_file","source_sheet"
"16","DYE 3060","03/05/20","Six3 WT RNA E17-5","Dapper, Jason",NA,"186570",NA,"186570-NA","RNA-seq Total Stranded",NA,NA,NA,NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"17","DYE 3755","8/26/20","Vsx2SE;Nrl-GFP 3-57 ko","Honnell, Victoria","VH_2.20.48","198027","2015787","198027-2015787","10x","retina",NA,"mouse",NA,"10x scRNA-seq library generated using sample index G4",NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"18","DYE 3756","8/26/20","Vsx2SE;Nrl-GFP 3-53 wt","Honnell, Victoria","VH_2.20.48","198027","2015787","198027-2015787","10x","retina",NA,"mouse",NA,"10x scRNA-seq library generated using sample index G5",NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"19","DYE 3875","8/27/20","Vsx2SE-ConsensusB wt","Honnell, Victoria","VH_2.20.49","198174","2017033","198174-2017033","RNA-seq Total Stranded","retina",NA,"mouse",NA,"Paired, 250 bps",NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"20","DYE 3876","8/27/20","Vsx2SE-ConsensusB het","Honnell, Victoria","VH_2.20.49","198174","2017034","198174-2017034","RNA-seq Total Stranded","retina",NA,"mouse",NA,"Paired, 250 bps",NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"21","DYE 3877","8/27/20","Vsx2SE-ConsensusB ko","Honnell, Victoria","VH_2.20.49","198174","2017035","198174-2017035","RNA-seq Total Stranded","retina",NA,"mouse",NA,"Paired, 250 bps",NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"22","DYE 3884","9/3/20","Vsx2SE-R1_1 4-97 KO","Honnell, Victoria","VH_2.20.53","198752","2020468","198752-2020468","10x","retina",NA,"mouse",NA,"10x scRNA-seq library generated using sample index G8",NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"23","DYE 3885","9/3/20","Vsx2SE-R1_1 4-99 WT","Honnell, Victoria","VH_2.20.53","198752","2020468","198752-2020468","10x","retina",NA,"mouse",NA,"10x scRNA-seq library generated using sample index G10",NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"24","DYE 3894","9/13/20","Vsx2SE-Consensus_1 wt","Honnell, Victoria","VH_2.20.57","199556","2017033","199556-2017033","RNA-seq Total Stranded","retina",NA,"mouse",NA,"Paired, 100 bps",NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"25","DYE 3895","9/13/20","Vsx2SE-Consensus_1 het","Honnell, Victoria","VH_2.20.57","199556","2017034","199556-2017034","RNA-seq Total Stranded","retina",NA,"mouse",NA,"Paired, 100 bps",NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"26","DYE 3896","9/13/20","Vsx2SE-Consensus_1 ko","Honnell, Victoria","VH_2.20.57","199556","2017035","199556-2017035","RNA-seq Total Stranded","retina",NA,"mouse",NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"27","DYE2476","45629","10x Wildtype Mouse Retina (DYE2476)","Mellisa Clemons","MRC_1-24-73 Thunderdome","840980",NA,"840980-NA","scRNA","Retina",NA,"Mouse",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"28","DYE2477","45629","PARSE Wildtype Mouse Retina (DYE2477)","Mellisa Clemons","MRC_1-24-73 Thunderdome","840978",NA,"840978-NA","scRNA","Retina",NA,"Mouse",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"29","DYE2478","45629","PARSE Wildtype Mouse Retina (DYE2478)","Mellisa Clemons","MRC_1-24-73 Thunderdome","840978",NA,"840978-NA","scRNA","Retina",NA,"Mouse",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"30","DYE2484","45631","MERTK K619M Clone 1D6 (1)","Madison Parks","MP 01.24.054","841128","3245600","841128-3245600","RNA-seq Total Stranded","cells",NA,NA,NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"31","DYE2485","45631","MERTK K619M Clone 1D6 (2)","Madison Parks","MP 01.24.054","841128","3245600","841128-3245600","RNA-seq Total Stranded","cells",NA,NA,NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"32","DYE2486","45631","MERTK K621I Clone 1H8 (1)","Madison Parks","MP 01.24.054","841128","3245600","841128-3245600","RNA-seq Total Stranded","cells",NA,NA,NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"33","DYE2487","45631","MERTK K621I Clone 1H8 (2)","Madison Parks","MP 01.24.054","841128","3245600","841128-3245600","RNA-seq Total Stranded","cells",NA,NA,NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"34","DYE2488","45631","MERTK L564S Clone 3F1 (1)","Madison Parks","MP 01.24.054","841128","3245600","841128-3245600","RNA-seq Total Stranded","cells",NA,NA,NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"35","DYE2489","45631","MERTK L564S Clone 3F1 (2)","Madison Parks","MP 01.24.054","841128","3245600","841128-3245600","RNA-seq Total Stranded","cells",NA,NA,NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"36","DYE2490","45631","MERTK R629W Clone 1C8 (1)","Madison Parks","MP 01.24.054","841128","3245600","841128-3245600","RNA-seq Total Stranded","cells",NA,NA,NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"37","DYE2491","45631","MERTK R629W Clone 1C8 (2)","Madison Parks","MP 01.24.054","841128","3245600","841128-3245600","RNA-seq Total Stranded","cells",NA,NA,NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"38","DYE2492","45631","MERTK K666N Clone 2E3 (1)","Madison Parks","MP 01.24.054","841128","3245600","841128-3245600","RNA-seq Total Stranded","cells",NA,NA,NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"39","DYE2493","45631","MERTK K666N Clone 2E3 (2)","Madison Parks","MP 01.24.054","841128","3245600","841128-3245600","RNA-seq Total Stranded","cells",NA,NA,NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"40","DYE3031","02/17/20","Six3 E9.5 RNA #4 WT","Dapper, Jason",NA,"184855",NA,"184855-NA","RNA-seq Total Stranded",NA,NA,NA,NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"41","DYE3032","02/17/20","Six3 E9.5 RNA #11 WT","Dapper, Jason",NA,"184855",NA,"184855-NA","RNA-seq Total Stranded",NA,NA,NA,NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"42","DYE3033","02/17/20","Six3 E9.5 RNA #15 Het","Dapper, Jason",NA,"184855",NA,"184855-NA","RNA-seq Total Stranded",NA,NA,NA,NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"43","DYE3034","02/17/20","Six3 E9.5 RNA #17 Het","Dapper, Jason",NA,"184855",NA,"184855-NA","RNA-seq Total Stranded",NA,NA,NA,NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"44","DYE3035","02/17/20","Six3 E9.5 RNA #9 mutant","Dapper, Jason",NA,"184855",NA,"184855-NA","RNA-seq Total Stranded",NA,NA,NA,NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"45","DYE3036","02/17/20","Six3 E9.5 RNA #10 mutant","Dapper, Jason",NA,"184855",NA,"184855-NA","RNA-seq Total Stranded",NA,NA,NA,NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"46","DYE3037","02/17/20","Six3 E13 RNA #17 WT","Dapper, Jason",NA,"184855",NA,"184855-NA","RNA-seq Total Stranded",NA,NA,NA,NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"47","DYE3038","02/17/20","Six3 E13 RNA #21 WT","Dapper, Jason",NA,"184855",NA,"184855-NA","RNA-seq Total Stranded",NA,NA,NA,NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"48","DYE3039","02/17/20","Six3 E13 RNA #19 het","Dapper, Jason",NA,"184855",NA,"184855-NA","RNA-seq Total Stranded",NA,NA,NA,NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"49","DYE3040","02/17/20","Six3 E13 RNA #20 het","Dapper, Jason",NA,"184855",NA,"184855-NA","RNA-seq Total Stranded",NA,NA,NA,NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"50","DYE3041","02/17/20","Six3 E13 RNA #12 mutant","Dapper, Jason",NA,"184855",NA,"184855-NA","RNA-seq Total Stranded",NA,NA,NA,NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"51","DYE3042","02/17/20","Six3 E13 RNA #13 mutant","Dapper, Jason",NA,"184855",NA,"184855-NA","RNA-seq Total Stranded",NA,NA,NA,NA,NA,NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"52","DYE4076a","45743","MAST 621A Rep 1_1.16.26","Melody Allensworth",NA,"872380","3441130","872380-3441130","10x snMultiplex",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"53","DYE4076b","45743","MAST 621A Rep 2_12.4.25","Melody Allensworth",NA,"872380","3441130","872380-3441130","10x snMultiplex",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"54","DYE4076c","45743","MAST 621A Rep 3_12.9.25","Melody Allensworth",NA,"872380","3441130","872380-3441130","10x snMultiplex",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"55","DYE4076d","45743","MAST 501A Rep 1_9.3.25","Melody Allensworth",NA,"872380","3441130","872380-3441130","10x snMultiplex",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"56","DYE4077a","45743","MAST 501A Rep 2_7.10.25","Melody Allensworth",NA,"872380","3441131","872380-3441131","10x snMultiplex",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"57","DYE4077b","45743","MAST 97 Rep 1_11.24.25","Melody Allensworth",NA,"872380","3441131","872380-3441131","10x snMultiplex",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"58","DYE4077c","45743","MAST 97 Rep 2_10.1.25","Melody Allensworth",NA,"872380","3441131","872380-3441131","10x snMultiplex",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"59","DYE4077d","45743","MAST 394C RepA_1.13.2026","Melody Allensworth",NA,"872380","3441131","872380-3441131","10x snMultiplex",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"60","DYE4078a","45743","MAST 530A_Rep 1_3.9.26","Melody Allensworth",NA,"872380","3441132","872380-3441132","10x snMultiplex",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"61","DYE4078b","45743","MAST 530A Rep2_3.16.26","Melody Allensworth",NA,"872380","3441132","872380-3441132","10x snMultiplex",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"62","DYE4078c","45743","MAST 925 Rep 1_3.9.25","Melody Allensworth",NA,"872380","3441132","872380-3441132","10x snMultiplex",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"63","DYE4078d","45743","MAST 394C RepB_1.13.2026","Melody Allensworth",NA,"872380","3441132","872380-3441132","10x snMultiplex",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"64","DYE4079a","45743","MAST 621A Rep 1_1.16.26","Melody Allensworth",NA,"872381","3441133","872381-3441133","10x snMultiplex Barcode",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"65","DYE4079b","45743","MAST 621A Rep 2_12.4.25","Melody Allensworth",NA,"872381","3441133","872381-3441133","10x snMultiplex Barcode",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"66","DYE4079c","45743","MAST 621A Rep 3_12.9.25","Melody Allensworth",NA,"872381","3441133","872381-3441133","10x snMultiplex Barcode",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"67","DYE4079d","45743","MAST 501A Rep 1_9.3.25","Melody Allensworth",NA,"872381","3441133","872381-3441133","10x snMultiplex Barcode",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"68","DYE4080a","45743","MAST 501A Rep 2_7.10.25","Melody Allensworth",NA,"872381","3441134","872381-3441134","10x snMultiplex Barcode",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"69","DYE4080b","45743","MAST 97 Rep 1_11.24.25","Melody Allensworth",NA,"872381","3441134","872381-3441134","10x snMultiplex Barcode",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"70","DYE4080c","45743","MAST 97 Rep 2_10.1.25","Melody Allensworth",NA,"872381","3441134","872381-3441134","10x snMultiplex Barcode",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"71","DYE4080d","45743","MAST 394C RepA_1.13.2026","Melody Allensworth",NA,"872381","3441134","872381-3441134","10x snMultiplex Barcode",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"72","DYE4081a","45743","MAST 530A_Rep 1_3.9.26","Melody Allensworth",NA,"872381","3441135","872381-3441135","10x snMultiplex Barcode",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"73","DYE4081b","45743","MAST 530A Rep2_3.16.26","Melody Allensworth",NA,"872381","3441135","872381-3441135","10x snMultiplex Barcode",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"74","DYE4081c","45743","MAST 925 Rep 1_3.9.25","Melody Allensworth",NA,"872381","3441135","872381-3441135","10x snMultiplex Barcode",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"75","DYE4081d","45743","MAST 394C RepB_1.13.2026","Melody Allensworth",NA,"872381","3441135","872381-3441135","10x snMultiplex Barcode",NA,NA,"Human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"76","DYE4107a","46142","MAST 621A Rep 1_1.16.26","Melody Allensworth","MLA02.25.012",NA,NA,"NA-NA","10x Barcode",NA,NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"77","DYE4107b","46142","MAST 621A Rep 2_12.4.25","Melody Allensworth","MLA02.25.012",NA,NA,"NA-NA","10x Barcode",NA,NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"78","DYE4107c","46142","MAST 621A Rep 3_12.9.25","Melody Allensworth","MLA02.25.012",NA,NA,"NA-NA","10x Barcode",NA,NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"79","DYE4107d","46142","MAST 501A Rep 1_9.3.25","Melody Allensworth","MLA02.25.008",NA,NA,"NA-NA","10x Barcode",NA,NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"80","DYE4108a","46142","MAST 501A Rep 2_7.10.25","Melody Allensworth","MLA02.25.008",NA,NA,"NA-NA","10x Barcode",NA,NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"81","DYE4108b","46142","MAST 97 Rep 1_11.24.25","Melody Allensworth","MLA02.25.007",NA,NA,"NA-NA","10x Barcode",NA,NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"82","DYE4108c","46142","MAST 97 Rep 2_10.1.25","Melody Allensworth","MLA.02.25.004",NA,NA,"NA-NA","10x Barcode",NA,NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"83","DYE4108d","46142","MAST 394C RepA_1.13.2026","Melody Allensworth","MLA02.25.017",NA,NA,"NA-NA","10x Barcode",NA,NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"84","DYE4109a","46142","MAST 530A_Rep 1_3.9.26","Melody Allensworth","MLA02.25.018",NA,NA,"NA-NA","10x Barcode",NA,NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"85","DYE4109b","46142","MAST 530A Rep2_3.16.26","Melody Allensworth","MLA02.25.019",NA,NA,"NA-NA","10x Barcode",NA,NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"86","DYE4109c","46142","MAST 925 Rep 1_3.9.25","Melody Allensworth","MLA02.25.016",NA,NA,"NA-NA","10x Barcode",NA,NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"87","DYE4109d","46142","MAST 394C RepB_1.13.2026","Melody Allensworth","MLA02.25.016",NA,NA,"NA-NA","10x Barcode",NA,NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx, HARTWELL_database_Master_2025.xlsx","Sheet1, Sheet1"
"88","DYE4277","46197","H9DR_EB_IgG","Nadine Emil","NE 01.26.006 or ROF 01.26.006","877828","3471750","877828-3471750","CUT&tag","embryoid bodies",NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx","Sheet1"
"89","DYE4277","46197","H9DR_EB_IgG","Nadine Emil","NE 01.26.006 or ROF 01.26.006","877828","3471750","877828-3471750","CUT&tag","embryonic bodies",NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025.xlsx","Sheet1"
"90","DYE4278","46197","H9DR_EB_H3K4me3","Nadine Emil","NE 01.26.006 or ROF 01.26.006","877828","3471751","877828-3471751","CUT&tag","embryoid bodies",NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx","Sheet1"
"91","DYE4278","46197","H9DR_EB_H3K4me3","Nadine Emil","NE 01.26.006 or ROF 01.26.006","877828","3471751","877828-3471751","CUT&tag","embryonic bodies",NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025.xlsx","Sheet1"
"92","DYE4279","46197","H9DR_EB_H3K27me3","Nadine Emil","NE 01.26.006 or ROF 01.26.006","877828","3471752","877828-3471752","CUT&tag","embryoid bodies",NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx","Sheet1"
"93","DYE4279","46197","H9DR_EB_H3K27me3","Nadine Emil","NE 01.26.006 or ROF 01.26.006","877828","3471752","877828-3471752","CUT&tag","embryonic bodies",NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025.xlsx","Sheet1"
"94","DYE4280","46197","H9DR_EB_H3K27ac","Nadine Emil","NE 01.26.006 or ROF 01.26.006","877828","3471753","877828-3471753","CUT&tag","embryoid bodies",NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025_2026.xlsx","Sheet1"
"95","DYE4280","46197","H9DR_EB_H3K27ac","Nadine Emil","NE 01.26.006 or ROF 01.26.006","877828","3471753","877828-3471753","CUT&tag","embryonic bodies",NA,"human",NA,NA,NA,"HARTWELL_database_Master_2025.xlsx","Sheet1"
"96","MDSEQ 4751","7/15/20","Corrected GBC amplicon from SCOOBY2884_day 0","Patel, Anand","AP_1.19.10","194101","1977951","194101-1977951","Tagged Amplicon","tumor","RMS","human",NA,"MiSeq, Tagged Amplicon, Paired, 100 bps",NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"97","MDSEQ 4752","7/15/20","Corrected GBC amplicon from SCOOBY2884_day 3","Patel, Anand","AP_1.19.10","194101","1977951","194101-1977951","Tagged Amplicon","tumor","RMS","human",NA,"MiSeq, Tagged Amplicon, Paired, 100 bps",NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"98","MDSEQ 4753","7/15/20","Corrected GBC amplicon from SCOOBY2884_day 21","Patel, Anand","AP_1.19.10","194101","1977951","194101-1977951","Tagged Amplicon","tumor","RMS","human",NA,"MiSeq, Tagged Amplicon, Paired, 100 bps",NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
"99","MDSEQ 4754","7/15/20","Corrected GBC amplicon from SCOOBY2884_day 28","Patel, Anand","AP_1.19.10","194101","1977951","194101-1977951","Tagged Amplicon","tumor","RMS","human",NA,"MiSeq, Tagged Amplicon, Paired, 100 bps",NA,"HARTWELL_database_Master_2011-2024_CLEANED.txt",NA
